Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
  0.00      0.00     0.00      668     0.00     0.00  TarjanMST::iterativeMST(Graph const&, std::vector<std::pair<int, std::pair<int, int> >, std::allocator<std::pair<int, std::pair<int, int> > > >&, std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&, std::vector<TarjanMST::Edge, std::allocator<TarjanMST::Edge> >&)
  0.00      0.00     0.00      649     0.00     0.00  __gnu_cxx::__normal_iterator<std::pair<int, std::pair<int, int> >*, std::vector<std::pair<int, std::pair<int, int> >, std::allocator<std::pair<int, std::pair<int, int> > > > >::operator+(long) const
  0.00      0.00     0.00      645     0.00     0.00  std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<std::pair<int, std::pair<int, int> >, std::allocator<std::pair<int, std::pair<int, int> > > > >::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<std::pair<int, std::pair<int, int> >, std::allocator<std::pair<int, std::pair<int, int> > > >&, true>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<std::pair<int, std::pair<int, int> >, std::allocator<std::pair<int, std::pair<int, int> > > >&)
  0.00      0.00     0.00      640     0.00     0.00  void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Val_comp_iter<CompareEdge> >(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Val_comp_iter<CompareEdge>)
  0.00      0.00     0.00      630     0.00     0.00  std::tuple<std::__future_base::_Result_base*, std::__future_base::_Result_base::_Deleter>::tuple<std::__future_base::_Result_base*&, std::__future_base::_Result_base::_Deleter, true>(std::__future_base::_Result_base*&, std::__future_base::_Result_base::_Deleter&&)
  0.00      0.00     0.00      590     0.00     0.00  std::_Sp_counted_ptr_inplace<std::packaged_task<void ()>, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_get_deleter(std::type_info const&)
  0.00      0.00     0.00      585     0.00     0.00  std::_Sp_counted_ptr_inplace<std::packaged_task<void ()>, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
  0.00      0.00     0.00      581     0.00     0.00  __gnu_cxx::__aligned_buffer<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_M_addr()
  0.00      0.00     0.00      577     0.00     0.00  std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<std::__future_base::_Async_state_impl<std::thread::_Invoker<std::tuple<calculateAverageDistanceAsync(Graph const&, std::vector<std::pair<int, std::pair<int, int> >, std::allocator<std::pair<int, std::pair<int, int> > > > const&)::{lambda()#1}> >, double>, std::allocator<void>, calculateAverageDistanceAsync(Graph const&, std::vector<std::pair<int, std::pair<int, int> >, std::allocator<std::pair<int, std::pair<int, int> > > > const&)::{lambda()#1}>(std::__future_base::_Async_state_impl<std::thread::_Invoker<std::tuple<calculateAverageDistanceAsync(Graph const&, std::vector<std::pair<int, std::pair<int, int> >, std::allocator<std::pair<int, std::pair<int, int> > > > const&)::{lambda()#1}> >, double>*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, calculateAverageDistanceAsync(Graph const&, std::vector<std::pair<int, std::pair<int, int> >, std::allocator<std::pair<int, std::pair<int, int> > > > const&)::{lambda()#1}&&)
  0.00      0.00     0.00      570     0.00     0.00  std::_Sp_counted_ptr_inplace<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, MSTAnalysis>, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
  0.00      0.00     0.00      554     0.00     0.00  std::__shared_ptr<void, (__gnu_cxx::_Lock_policy)2>::get() const
  0.00      0.00     0.00      552     0.00     0.00  void std::__relocate_object_a<Edge, Edge, std::allocator<Edge> >(Edge*, Edge*, std::allocator<Edge>&)
  0.00      0.00     0.00      544     0.00     0.00  std::_Deque_base<std::function<void ()>, std::allocator<std::function<void ()> > >::_M_allocate_map(unsigned long)
  0.00      0.00     0.00      520     0.00     0.00  std::allocator<std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<std::_Bind<Server::start()::{lambda()#1} ()>, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2> >* std::__addressof<std::allocator<std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<std::_Bind<Server::start()::{lambda()#1} ()>, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2> > >(std::allocator<std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<std::_Bind<Server::start()::{lambda()#1} ()>, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2> >&)
  0.00      0.00     0.00      496     0.00     0.00  std::_Deque_base<std::function<void ()>, std::allocator<std::function<void ()> > >::_M_initialize_map(unsigned long)
  0.00      0.00     0.00      493     0.00     0.00  std::thread* std::__relocate_a<std::thread*, std::thread*, std::allocator<std::thread> >(std::thread*, std::thread*, std::thread*, std::allocator<std::thread>&)
  0.00      0.00     0.00      487     0.00     0.00  __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > std::copy<__gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >(__gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >)
  0.00      0.00     0.00      478     0.00     0.00  std::vector<std::pair<int, std::pair<int, int> >, std::allocator<std::pair<int, std::pair<int, int> > > >::_M_erase_at_end(std::pair<int, std::pair<int, int> >*)
  0.00      0.00     0.00      477     0.00     0.00  std::type_info const*& std::_Any_data::_M_access<std::type_info const*>()
  0.00      0.00     0.00      471     0.00     0.00  std::__shared_ptr<std::__future_base::_Async_state_impl<std::thread::_Invoker<std::tuple<analyzeMSTAsync(Graph const&, std::vector<std::pair<int, std::pair<int, int> >, std::allocator<std::pair<int, std::pair<int, int> > > > const&)::{lambda()#1}> >, MSTAnalysis>, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<void>, analyzeMSTAsync(Graph const&, std::vector<std::pair<int, std::pair<int, int> >, std::allocator<std::pair<int, std::pair<int, int> > > > const&)::{lambda()#1}>(std::_Sp_alloc_shared_tag<std::allocator<void> >, analyzeMSTAsync(Graph const&, std::vector<std::pair<int, std::pair<int, int> >, std::allocator<std::pair<int, std::pair<int, int> > > > const&)::{lambda()#1}&&)
  0.00      0.00     0.00      462     0.00     0.00  std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_impl_data::_Vector_impl_data()
  0.00      0.00     0.00      447     0.00     0.00  Server::solveMST(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.00     0.00      434     0.00     0.00  std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<std::packaged_task<void ()>, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >::operator=(decltype(nullptr))
  0.00      0.00     0.00      427     0.00     0.00  std::__future_base::_Result<int>::_M_value()
  0.00      0.00     0.00      425     0.00     0.00  void std::_Destroy<std::function<std::shared_ptr<void> (std::shared_ptr<void>)>*>(std::function<std::shared_ptr<void> (std::shared_ptr<void>)>*, std::function<std::shared_ptr<void> (std::shared_ptr<void>)>*)
  0.00      0.00     0.00      424     0.00     0.00  void std::pop_heap<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::greater<std::pair<int, int> > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::greater<std::pair<int, int> >)
  0.00      0.00     0.00      416     0.00     0.00  unsigned long std::uniform_int_distribution<unsigned long>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<unsigned long>::param_type const&)
  0.00      0.00     0.00      400     0.00     0.00  Edge* std::__copy_move_backward<true, true, std::random_access_iterator_tag>::__copy_move_b<Edge, Edge>(Edge*, Edge*, Edge*)
  0.00      0.00     0.00      394     0.00     0.00  __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, Edge*>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, Edge*)
  0.00      0.00     0.00      383     0.00     0.00  void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_append<std::pair<int, int> >(std::pair<int, int>&&)
  0.00      0.00     0.00      374     0.00     0.00  std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_erase_at_end(std::pair<int, int>*)
  0.00      0.00     0.00      374     0.00     0.00  std::remove_reference<std::__shared_ptr<std::__future_base::_Deferred_state<std::thread::_Invoker<std::tuple<calculateTotalWeightAsync(std::vector<std::pair<int, std::pair<int, int> >, std::allocator<std::pair<int, std::pair<int, int> > > > const&)::{lambda()#1}> >, int>, (__gnu_cxx::_Lock_policy)2>&>::type&& std::move<std::__shared_ptr<std::__future_base::_Deferred_state<std::thread::_Invoker<std::tuple<calculateTotalWeightAsync(std::vector<std::pair<int, std::pair<int, int> >, std::allocator<std::pair<int, std::pair<int, int> > > > const&)::{lambda()#1}> >, int>, (__gnu_cxx::_Lock_policy)2>&>(std::__shared_ptr<std::__future_base::_Deferred_state<std::thread::_Invoker<std::tuple<calculateTotalWeightAsync(std::vector<std::pair<int, std::pair<int, int> >, std::allocator<std::pair<int, std::pair<int, int> > > > const&)::{lambda()#1}> >, int>, (__gnu_cxx::_Lock_policy)2>&)
  0.00      0.00     0.00      372     0.00     0.00  IntegerMST::unionSet(std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&, int, int)
  0.00      0.00     0.00      372     0.00     0.00  std::__uniq_ptr_impl<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>::_M_ptr() const
  0.00      0.00     0.00      367     0.00     0.00  std::_Deque_iterator<std::function<void ()>, std::function<void ()>&, std::function<void ()>*>::operator--()
  0.00      0.00     0.00      361     0.00     0.00  Server::analyzeMSTStage(std::shared_ptr<void>)
  0.00      0.00     0.00      356     0.00     0.00  std::__shared_ptr<std::__future_base::_State_baseV2, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::__future_base::_Deferred_state<std::thread::_Invoker<std::tuple<calculateTotalWeightAsync(std::vector<std::pair<int, std::pair<int, int> >, std::allocator<std::pair<int, std::pair<int, int> > > > const&)::{lambda()#1}> >, int>, void>(std::__shared_ptr<std::__future_base::_Deferred_state<std::thread::_Invoker<std::tuple<calculateTotalWeightAsync(std::vector<std::pair<int, std::pair<int, int> >, std::allocator<std::pair<int, std::pair<int, int> > > > const&)::{lambda()#1}> >, int>, (__gnu_cxx::_Lock_policy)2>&&)
  0.00      0.00     0.00      352     0.00     0.00  void std::vector<TarjanMST::Edge, std::allocator<TarjanMST::Edge> >::_M_realloc_append<int&, int const&, int const&>(int&, int const&, int const&)
  0.00      0.00     0.00      352     0.00     0.00  std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, MSTAnalysis>, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > > std::__allocate_guarded<std::allocator<std::_Sp_counted_ptr_inplace<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, MSTAnalysis>, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >(std::allocator<std::_Sp_counted_ptr_inplace<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, MSTAnalysis>, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >&)
  0.00      0.00     0.00      346     0.00     0.00  std::__new_allocator<std::function<void ()> >::deallocate(std::function<void ()>*, unsigned long)
  0.00      0.00     0.00      345     0.00     0.00  std::__shared_ptr_access<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, (__gnu_cxx::_Lock_policy)2, false, false>::operator*() const
  0.00      0.00     0.00      336     0.00     0.00  void std::__make_heap<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_comp_iter<CompareEdge> >(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_comp_iter<CompareEdge>&)
  0.00      0.00     0.00      335     0.00     0.00  std::tuple_element<0ul, std::tuple<MSTAlgorithm*, std::default_delete<MSTAlgorithm> > >::type const& std::get<0ul, MSTAlgorithm*, std::default_delete<MSTAlgorithm> >(std::tuple<MSTAlgorithm*, std::default_delete<MSTAlgorithm> > const&)
  0.00      0.00     0.00      329     0.00     0.00  std::function<void ()>** std::__copy_move_a1<false, std::function<void ()>**, std::function<void ()>**>(std::function<void ()>**, std::function<void ()>**, std::function<void ()>**)
  0.00      0.00     0.00      326     0.00     0.00  void std::_Destroy<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >*>(std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >*)
  0.00      0.00     0.00      323     0.00     0.00  __gnu_cxx::__ops::_Iter_comp_val<CompareEdge>::_Iter_comp_val(__gnu_cxx::__ops::_Iter_comp_iter<CompareEdge>&&)
  0.00      0.00     0.00      323     0.00     0.00  std::function<std::shared_ptr<void> (std::shared_ptr<void>)>::operator()(std::shared_ptr<void>) const
  0.00      0.00     0.00      309     0.00     0.00  void std::__sort<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_comp_iter<CompareEdge> >(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_comp_iter<CompareEdge>)
  0.00      0.00     0.00      300     0.00     0.00  bool __gnu_cxx::__ops::_Iter_comp_val<CompareEdge>::operator()<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, Edge>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, Edge&)
  0.00      0.00     0.00      300     0.00     0.00  std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >* std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >*>(std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >*)
  0.00      0.00     0.00      298     0.00     0.00  std::future<std::__invoke_result<std::decay<findShortestMSTEdgeAsync(std::vector<std::pair<int, std::pair<int, int> >, std::allocator<std::pair<int, std::pair<int, int> > > > const&)::{lambda()#1}>::type>::type> std::async<findShortestMSTEdgeAsync(std::vector<std::pair<int, std::pair<int, int> >, std::allocator<std::pair<int, std::pair<int, int> > > > const&)::{lambda()#1}>(std::launch, findShortestMSTEdgeAsync(std::vector<std::pair<int, std::pair<int, int> >, std::allocator<std::pair<int, std::pair<int, int> > > > const&)::{lambda()#1}&&)
  0.00      0.00     0.00      291     0.00     0.00  std::_Vector_base<std::pair<int, std::pair<int, int> >, std::allocator<std::pair<int, std::pair<int, int> > > >::_Vector_impl_data::_M_copy_data(std::_Vector_base<std::pair<int, std::pair<int, int> >, std::allocator<std::pair<int, std::pair<int, int> > > >::_Vector_impl_data const&)
  0.00      0.00     0.00      289     0.00     0.00  calculateTotalWeightAsync(std::vector<std::pair<int, std::pair<int, int> >, std::allocator<std::pair<int, std::pair<int, int> > > > const&)
  0.00      0.00     0.00      289     0.00     0.00  std::shared_ptr<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, MSTAnalysis> >::shared_ptr<std::allocator<void>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, MSTAnalysis&>(std::_Sp_alloc_shared_tag<std::allocator<void> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, MSTAnalysis&)
  0.00      0.00     0.00      289     0.00     0.00  std::enable_if<std::__sp_compatible_with<std::__future_base::_Deferred_state<std::thread::_Invoker<std::tuple<calculateAverageDistanceAsync(Graph const&, std::vector<std::pair<int, std::pair<int, int> >, std::allocator<std::pair<int, std::pair<int, int> > > > const&)::{lambda()#1}> >, double>*, std::__future_base::_State_baseV2*>::value, std::__shared_ptr<std::__future_base::_State_baseV2, (__gnu_cxx::_Lock_policy)2>&>::type std::__shared_ptr<std::__future_base::_State_baseV2, (__gnu_cxx::_Lock_policy)2>::operator=<std::__future_base::_Deferred_state<std::thread::_Invoker<std::tuple<calculateAverageDistanceAsync(Graph const&, std::vector<std::pair<int, std::pair<int, int> >, std::allocator<std::pair<int, std::pair<int, int> > > > const&)::{lambda()#1}> >, double> >(std::__shared_ptr<std::__future_base::_Deferred_state<std::thread::_Invoker<std::tuple<calculateAverageDistanceAsync(Graph const&, std::vector<std::pair<int, std::pair<int, int> >, std::allocator<std::pair<int, std::pair<int, int> > > > const&)::{lambda()#1}> >, double>, (__gnu_cxx::_Lock_policy)2>&&)
  0.00      0.00     0.00      286     0.00     0.00  std::future<std::__invoke_result<std::decay<findLongestDistanceAsync(Graph const&, std::vector<std::pair<int, std::pair<int, int> >, std::allocator<std::pair<int, std::pair<int, int> > > > const&)::{lambda()#1}>::type>::type> std::async<findLongestDistanceAsync(Graph const&, std::vector<std::pair<int, std::pair<int, int> >, std::allocator<std::pair<int, std::pair<int, int> > > > const&)::{lambda()#1}>(std::launch, findLongestDistanceAsync(Graph const&, std::vector<std::pair<int, std::pair<int, int> >, std::allocator<std::pair<int, std::pair<int, int> > > > const&)::{lambda()#1}&&)
  0.00      0.00     0.00      285     0.00     0.00  std::_Tuple_impl<0ul, LeaderFollowerThreadPool::LeaderFollowerThreadPool(unsigned long)::{lambda()#1}>::_Tuple_impl<LeaderFollowerThreadPool::LeaderFollowerThreadPool(unsigned long)::{lambda()#1}>(LeaderFollowerThreadPool::LeaderFollowerThreadPool(unsigned long)::{lambda()#1}&&)
  0.00      0.00     0.00      279     0.00     0.00  std::__shared_ptr<std::__future_base::_Async_state_impl<std::thread::_Invoker<std::tuple<calculateAverageDistanceAsync(Graph const&, std::vector<std::pair<int, std::pair<int, int> >, std::allocator<std::pair<int, std::pair<int, int> > > > const&)::{lambda()#1}> >, double>, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<void>, calculateAverageDistanceAsync(Graph const&, std::vector<std::pair<int, std::pair<int, int> >, std::allocator<std::pair<int, std::pair<int, int> > > > const&)::{lambda()#1}>(std::_Sp_alloc_shared_tag<std::allocator<void> >, calculateAverageDistanceAsync(Graph const&, std::vector<std::pair<int, std::pair<int, int> >, std::allocator<std::pair<int, std::pair<int, int> > > > const&)::{lambda()#1}&&)
  0.00      0.00     0.00      274     0.00     0.00  std::_Deque_base<std::function<void ()>, std::allocator<std::function<void ()> > >::_M_deallocate_node(std::function<void ()>*)
  0.00      0.00     0.00      268     0.00     0.00  IntegerMST::~IntegerMST()
  0.00      0.00     0.00      261     0.00     0.00  std::shared_ptr<std::__future_base::_Deferred_state<std::thread::_Invoker<std::tuple<calculateAverageDistanceAsync(Graph const&, std::vector<std::pair<int, std::pair<int, int> >, std::allocator<std::pair<int, std::pair<int, int> > > > const&)::{lambda()#1}> >, double> >::~shared_ptr()
